0,80,0,1000,76.216
0.05,80,0,1000,76.394
0.1,80,0,1000,77.108
0.15,80,0,1000,78.29
0.2,80,3,1000,79.843
0.25,80,3,1000,81.502
0.3,80,3,1000,82.792
0.35,80,3,1000,83.71
0.4,80,4.5,1000,84.33
0.45,80,4.5,1000,84.611
0.5,80,4.5,1000,84.393
0.55,80,4.5,1000,83.774
0.6,80,4.3325,1000,82.877
0.65,80,4.3325,1000,81.811
0.7,80,4.3325,1000,80.673
0.75,80,4.3325,1000,79.508
0.8,80,1.6817,1000,78.344
0.85,80,1.6817,1000,77.359
0.9,80,1.6817,1000,76.876
0.95,80,1.6817,1000,76.799
1,80,2.1198,1000,77.019
1.05,80,2.1198,1000,77.433
1.1,80,2.1198,1000,77.93
1.15,80,2.1198,1000,78.479
1.2,80,2.9192,1000,79.067
1.25,80,2.9192,1000,79.629
1.3,80,2.9192,1000,80.054
1.35,80,2.9192,1000,80.354
1.4,80,2.9508,1000,80.558
1.45,80,2.9508,1000,80.686
1.5,80,2.9508,1000,80.753
1.55,80,2.9508,1000,80.773
1.6,80,2.9626,1000,80.758
1.65,80,2.9626,1000,80.716
1.7,80,2.9626,1000,80.654
1.75,80,2.9626,1000,80.577
1.8,80,2.9626,1000,80.49
1.85,80,2.9626,1000,80.396
1.9,80,2.9626,1000,80.298
1.95,80,2.9626,1000,80.197
2,80,2.9626,1000,80.097
2.05,80,2.9626,1000,79.997
2.1,80,2.9626,1000,79.898
2.15,80,2.9626,1000,79.801
2.2,80,2.9626,1000,79.706
2.25,80,2.9626,1000,79.614
2.3,80,2.9626,1000,79.525
2.35,80,2.9626,1000,79.438
2.4,80,2.9626,1000,79.354
2.45,80,2.9626,1000,79.273
2.5,80,2.9626,1000,79.195
2.55,80,2.9626,1000,79.119
2.6,80,2.9626,1000,79.046
2.65,80,2.9626,1000,78.976
2.7,80,2.9626,1000,78.909
2.75,80,2.9626,1000,78.844
2.8,80,2.3614,1000,78.781
2.85,80,2.3614,1000,78.758
2.9,80,2.3614,1000,78.85
2.95,80,2.3614,1000,79.038
3,80,2.7891,1000,79.297
3.05,80,2.7891,1000,79.579
3.1,80,2.7891,1000,79.816
3.15,80,2.7891,1000,80.007
3.2,80,2.8044,1000,80.164
3.25,80,2.8044,1000,80.292
3.3,80,2.8044,1000,80.396
3.35,80,2.8044,1000,80.48
3.4,80,2.8336,1000,80.55
3.45,80,2.8336,1000,80.606
3.5,80,2.8336,1000,80.648
3.55,80,2.8336,1000,80.677
3.6,80,2.8399,1000,80.698
3.65,80,2.8399,1000,80.711
3.7,80,2.8399,1000,80.718
3.75,80,2.8399,1000,80.72
3.8,80,2.8399,1000,80.718
3.85,80,2.8399,1000,80.714
3.9,80,2.8399,1000,80.707
3.95,80,2.8399,1000,80.7
4,80,2.8399,1000,80.691
4.05,80,2.8399,1000,80.682
4.1,80,2.8399,1000,80.673
4.15,80,2.8399,1000,80.663
4.2,80,2.8399,1000,80.653
4.25,80,2.8399,1000,80.644
4.3,80,2.8399,1000,80.634
4.35,80,2.8399,1000,80.625
4.4,80,2.8399,1000,80.615
4.45,80,2.8399,1000,80.606
4.5,80,2.8399,1000,80.598
4.55,80,2.8399,1000,80.589
4.6,80,2.8399,1000,80.581
4.65,80,2.8399,1000,80.573
4.7,80,2.8399,1000,80.565
4.75,80,2.8399,1000,80.558
4.8,80,2.8399,1000,80.551
4.85,80,2.8399,1000,80.544
4.9,80,2.8399,1000,80.537
4.95,80,2.8399,1000,80.531
5,80,2.8399,1000,80.524
5.05,80,2.8399,1000,80.518
5.1,80,2.8399,1000,80.513
5.15,80,2.8399,1000,80.507
5.2,80,2.8399,1000,80.502
5.25,80,2.8399,1000,80.496
5.3,80,2.8399,1000,80.491
5.35,80,2.8399,1000,80.487
5.4,80,2.8399,1000,80.482
5.45,80,2.8399,1000,80.478
5.5,80,2.8399,1000,80.473
5.55,80,2.8399,1000,80.469
5.6,80,2.8399,1000,80.465
5.65,80,2.8399,1000,80.461
5.7,80,2.8399,1000,80.458
5.75,80,2.8399,1000,80.454
5.8,80,2.8399,1000,80.45
5.85,80,2.8399,1000,80.447
5.9,80,2.8399,1000,80.444
5.95,80,2.8399,1000,80.441
6,80,2.8399,1000,80.438
6.05,80,2.8399,1000,80.435
6.1,80,2.8399,1000,80.432
6.15,80,2.8399,1000,80.43
6.2,80,2.8399,1000,80.427
6.25,80,2.8399,1000,80.425
6.3,80,2.8399,1000,80.422
6.35,80,2.8399,1000,80.42
6.4,80,2.8399,1000,80.418
6.45,80,2.8399,1000,80.416
6.5,80,2.8399,1000,80.413
6.55,80,2.8399,1000,80.411
6.6,80,2.8399,1000,80.41
6.65,80,2.8399,1000,80.408
6.7,80,2.8399,1000,80.406
6.75,80,2.8399,1000,80.404
6.8,80,2.8399,1000,80.403
6.85,80,2.8399,1000,80.401
6.9,80,2.8399,1000,80.399
6.95,80,2.8399,1000,80.398
7,80,2.8399,1000,80.397
7.05,80,2.8399,1047.6,82.67
7.1,80,2.8399,1090.6,85.733
7.15,80,2.8399,1129.6,88.572
7.2,80,4.3399,1164.8,91.143
7.25,80,4.3399,1196.7,93.357
7.3,80,4.3399,1225.6,95.004
7.35,80,4.3399,1251.7,96.148
7.4,80,5.8399,1275.3,96.891
7.45,80,5.8399,1296.7,97.204
7.5,80,5.8399,1316.1,96.933
7.55,80,5.8399,1333.6,96.213
7.6,80,7.3399,1349.4,95.189
7.65,80,7.3399,1316.2,91.744
7.7,80,7.3399,1286.1,87.391
7.75,80,7.3399,1258.8,83.16
7.8,80,1.9964,1234.2,79.202
7.85,80,1.9964,1211.9,75.761
7.9,80,1.9964,1191.8,73.394
7.95,80,1.9964,1173.5,71.798
8,80,1.1764,1157,70.764
8.05,80,1.1764,1147.1,70.291
8.1,80,1.1764,1138.5,70.324
8.15,80,1.1764,1131.3,70.716
8.2,80,1.0353,1125.2,71.372
8.25,80,1.0353,1120.2,72.217
8.3,80,1.0353,1116,73.281
8.35,80,1.0353,1112.8,74.51
8.4,80,1.8801,1110.3,75.878
8.45,80,1.8801,1108.5,77.298
8.5,80,1.8801,1107.2,78.691
8.55,80,1.8801,1106.6,80.038
8.6,80,3.3801,1106.4,81.348
8.65,80,3.3801,1106.6,82.53
8.7,80,3.3801,1107.3,83.408
8.75,80,3.3801,1108.3,84.01
8.8,80,4.8801,1109.6,84.402
8.85,80,4.8801,1111.1,84.536
8.9,80,4.8801,1112.9,84.258
8.95,80,4.8801,1114.9,83.66
9,80,3.5546,1117.1,82.846
9.05,80,3.5546,1119.5,81.981
9.1,80,3.5546,1121.9,81.281
9.15,80,3.5546,1124.5,80.73
9.2,80,3.3766,1127.2,80.292
9.25,80,3.3766,1129.9,79.955
9.3,80,3.3766,1132.7,79.716
9.35,80,3.3766,1135.5,79.555
9.4,80,3.3556,1138.4,79.453
9.45,80,3.3556,1141.3,79.402
9.5,80,3.3556,1144.1,79.385
9.55,80,3.3556,1147,79.398
9.6,80,3.3556,1149.9,79.434
9.65,80,3.3556,1152.7,79.49
9.7,80,3.3556,1155.5,79.554
9.75,80,3.3556,1158.2,79.627
9.8,80,3.3556,1161,79.706
9.85,80,3.3556,1163.6,79.795
9.9,80,3.3556,1166.2,79.881
9.95,80,3.3556,1168.7,79.968
10,80,3.3556,1171.2,80.055
10.05,80,3.3556,1173.5,80.147
10.1,80,3.3556,1175.8,80.231
10.15,80,3.3556,1178,80.313
10.2,80,3.3556,1180.2,80.392
10.25,80,3.3556,1182.2,80.474
10.3,80,3.3556,1184.1,80.546
10.35,80,3.3556,1186,80.613
10.4,80,3.3964,1187.7,80.677
10.45,80,3.3964,1189.3,80.741
10.5,80,3.3964,1190.9,80.785
10.55,80,3.3964,1192.3,80.819
10.6,80,3.4207,1193.6,80.843
10.65,80,3.4207,1194.8,80.866
10.7,80,3.4207,1195.9,80.868
10.75,80,3.4207,1196.8,80.861
10.8,80,3.4265,1197.7,80.845
10.85,80,3.4265,1198.4,80.829
10.9,80,3.4265,1199,80.796
10.95,80,3.4265,1199.5,80.756
11,80,3.4265,1199.9,80.709
11.05,80,3.4265,1200.1,80.666
11.1,80,3.4265,1200.3,80.607
11.15,80,3.4265,1200.3,80.542
11.2,80,3.4265,1200.2,80.471
11.25,80,3.4265,1199.9,80.406
11.3,80,3.4265,1199.6,80.324
11.35,80,3.4265,1199.1,80.238
11.4,80,3.4265,1198.5,80.145
11.45,80,3.4265,1197.8,80.058
11.5,80,3.4265,1196.9,79.956
11.55,80,3.4265,1196,79.847
11.6,80,3.4265,1194.9,79.733
11.65,80,3.4265,1193.7,79.625
11.7,80,3.4265,1192.4,79.501
11.75,80,3.4265,1190.9,79.371
11.8,80,3.4265,1189.3,79.236
11.85,80,3.4265,1187.7,79.106
11.9,80,3.4265,1185.9,78.96
11.95,80,3.4265,1183.9,78.809
12,80,2.2946,1181.9,78.652
12.05,80,2.2946,1179.8,78.565
12.1,80,2.2946,1177.5,78.648
12.15,80,2.2946,1175.2,78.876
12.2,80,3.1848,1172.7,79.21
12.25,80,3.1848,1170.1,79.581
12.3,80,3.1848,1167.4,79.839
12.35,80,3.1848,1164.6,80.003
12.4,80,3.1848,1161.7,80.093
12.45,80,3.1848,1158.7,80.128
12.5,80,3.1848,1155.6,80.112
12.55,80,3.1848,1152.4,80.058
12.6,80,3.1848,1149.2,79.973
12.65,80,3.1848,1145.8,79.869
12.7,80,3.1848,1142.3,79.738
12.75,80,3.1848,1138.7,79.589
12.8,80,3.1837,1135.1,79.426
12.85,80,3.1837,1131.4,79.255
12.9,80,3.1837,1127.6,79.068
12.95,80,3.1837,1123.7,78.871
13,80,1.9299,1119.7,78.666
13.05,80,1.9299,1163.2,80.645
13.1,80,1.9299,1202.2,83.467
13.15,80,1.9299,1236.9,86.254
13.2,80,3.4299,1267.9,88.985
13.25,80,3.4299,1295.5,91.529
13.3,80,3.4299,1320,93.667
13.35,80,3.4299,1341.7,95.422
13.4,80,4.9299,1360.8,96.852
13.45,80,4.9299,1377.6,97.895
13.5,80,4.9299,1392.4,98.374
13.55,80,4.9299,1405.3,98.386
13.6,80,6.4299,1416.4,98.049
13.65,80,6.4299,1378.4,95.237
13.7,80,6.4299,1343.6,91.395
13.75,80,6.4299,1311.5,87.545
13.8,80,4.3402,1282.1,83.831
13.85,80,4.3402,1254.9,80.398
13.9,80,4.3402,1229.8,77.528
13.95,80,4.3402,1206.7,75.098
14,80,0.88131,1185.2,73.023
14.05,80,0.88131,1165.3,71.261
14.1,80,0.88131,1146.8,70.252
14.15,80,0.88131,1129.6,69.766
14.2,80,0.5149,1113.6,69.675
14.25,80,0.5149,1098.5,69.797
14.3,80,0.5149,1084.5,70.271
14.35,80,0.5149,1071.3,70.973
14.4,80,0.49524,1058.9,71.858
14.45,80,0.49524,1047.2,72.86
14.5,80,0.49524,1036.1,74.029
14.55,80,0.49524,1025.7,75.31
14.6,80,1.4164,1015.7,76.689
14.65,80,1.4164,1006.3,78.089
14.7,80,1.4164,997.33,79.401
14.75,80,1.4164,988.77,80.61
14.8,80,2.9164,980.59,81.738
14.85,80,2.9164,972.76,82.694
14.9,80,2.9164,965.24,83.278
14.95,80,2.9164,958.03,83.525
15,80,3.9629,951.09,83.511
15.05,80,3.9629,944.41,83.225
15.1,80,3.9629,937.97,82.572
15.15,80,3.9629,931.75,81.632
15.2,80,1.7468,925.74,80.5
15.25,80,1.7468,919.93,79.394
15.3,80,1.7468,914.3,78.659
15.35,80,1.7468,908.86,78.246
15.4,80,1.0789,903.58,78.071
15.45,80,1.0789,898.46,78.114
15.5,80,1.0789,893.5,78.423
15.55,80,1.0789,888.69,78.948
15.6,80,2.0126,884.03,79.639
15.65,80,2.0126,879.5,80.393
15.7,80,2.0126,875.11,81.045
15.75,80,2.0126,870.86,81.585
15.8,80,3.5126,866.74,82.036
15.85,80,3.5126,862.74,82.307
15.9,80,3.5126,858.87,82.183
15.95,80,3.5126,855.13,81.718
16,80,2.1459,851.52,81.008
16.05,80,2.1459,848.02,80.226
16.1,80,2.1459,844.65,79.628
16.15,80,2.1459,841.4,79.211
16.2,80,1.7734,838.27,78.93
16.25,80,1.7734,835.27,78.774
16.3,80,1.7734,832.38,78.776
16.35,80,1.7734,829.62,78.904
16.4,80,1.8696,826.98,79.128
16.45,80,1.8696,824.46,79.416
16.5,80,1.8696,822.06,79.738
16.55,80,1.8696,819.79,80.08
16.6,80,1.9506,817.63,80.436
16.65,80,1.9506,815.6,80.797
16.7,80,1.9506,813.7,81.147
16.75,80,1.9506,811.92,81.485
16.8,80,3.4506,810.26,81.813
16.85,80,3.4506,808.73,82.023
16.9,80,3.4506,807.32,81.878
16.95,80,3.4506,806.04,81.419
17,80,2.0922,804.88,80.737
17.05,80,2.0922,803.85,80.003
17.1,80,2.0922,802.95,79.478
17.15,80,2.0922,802.17,79.155
17.2,80,2.0922,801.52,78.985
17.25,80,2.0922,801,78.931
17.3,80,2.0922,800.6,78.966
17.35,80,2.0922,800.33,79.068
17.4,80,2.0922,800.19,79.221
17.45,80,2.0922,800.17,79.414
17.5,80,2.0922,800.28,79.639
17.55,80,2.0922,800.52,79.888
17.6,80,2.0922,800.88,80.156
17.65,80,2.0922,801.37,80.439
17.7,80,2.0922,801.99,80.737
17.75,80,2.0922,802.73,81.044
17.8,80,3.2684,803.59,81.361
17.85,80,3.2684,804.57,81.599
17.9,80,3.2684,805.68,81.572
17.95,80,3.2684,806.92,81.311
18,80,2.3333,808.27,80.883
18.05,80,2.3333,809.74,80.411
18.1,80,2.3333,811.33,80.079
18.15,80,2.3333,813.04,79.886
18.2,80,2.3333,814.87,79.802
18.25,80,2.3333,816.82,79.8
18.3,80,2.3333,818.88,79.865
18.35,80,2.3333,821.05,79.98
18.4,80,2.3333,823.33,80.136
18.45,80,2.3333,825.73,80.323
18.5,80,2.3333,828.23,80.538
18.55,80,2.3333,830.84,80.774
18.6,80,2.4768,833.56,81.029
18.65,80,2.4768,836.38,81.287
18.7,80,2.4768,839.31,81.528
18.75,80,2.4768,842.33,81.752
18.8,80,3.8991,845.46,81.965
18.85,80,3.8991,848.68,82.07
18.9,80,3.8991,851.99,81.854
18.95,80,3.8991,855.4,81.365
19,80,2.5458,858.9,80.692
19.05,80,2.5458,910.07,82.465
19.1,80,2.5458,956.79,85.367
19.15,80,2.5458,999.5,88.236
19.2,80,4.0458,1038.6,90.943
19.25,80,4.0458,1074.4,93.368
19.3,80,4.0458,1107.3,95.259
19.35,80,4.0458,1137.4,96.663
19.4,80,5.5458,1165.2,97.673
19.45,80,5.5458,1190.8,98.251
19.5,80,5.5458,1214.4,98.218
19.55,80,5.5458,1236.2,97.705
19.6,80,7.0458,1256.5,96.865
19.65,80,7.0458,1227.7,93.473
19.7,80,7.0458,1202.1,89.042
19.75,80,7.0458,1179.5,84.737
19.8,80,2.3434,1159.4,80.707
19.85,80,2.3434,1141.8,77.205
19.9,80,2.3434,1126.3,74.776
19.95,80,2.3434,1112.8,73.117
20,80,1.3097,1101.1,72.012
20.05,80,1.3097,1091,71.316
20.1,80,1.3097,1082.3,71.117
20.15,80,1.3097,1075,71.278
20.2,80,1.0631,1068.8,71.72
20.25,80,1.0631,1063.7,72.388
20.3,80,1.0631,1059.6,73.289
20.35,80,1.0631,1056.4,74.375
20.4,80,1.7637,1053.9,75.616
20.45,80,1.7637,1052.2,76.94
20.5,80,1.7637,1051.1,78.26
20.55,80,1.7637,1050.6,79.559
20.6,80,3.2637,1050.6,80.846
20.65,80,3.2637,1051.1,82.025
20.7,80,3.2637,1052.1,82.905
20.75,80,3.2637,1053.4,83.515
20.8,80,4.7637,1055,83.918
20.85,80,4.7637,1056.9,84.064
20.9,80,4.7637,1059.2,83.795
20.95,80,4.7637,1061.6,83.201
21,80,3.3107,1064.3,82.388
21.05,80,3.3107,1067.1,81.532
21.1,80,3.3107,1070.1,80.873
21.15,80,3.3107,1073.3,80.389
21.2,80,3.3107,1076.6,80.039
21.25,80,3.3107,1079.9,79.79
21.3,80,3.3107,1083.4,79.62
21.35,80,3.3107,1086.9,79.511
21.4,80,4.343,1090.5,79.45
21.45,80,4.343,1094.2,79.365
21.5,80,4.343,1097.8,79.125
21.55,80,4.343,1101.5,78.765
21.6,80,3.3997,1105.2,78.324
21.65,80,3.3997,1108.9,77.889
21.7,80,3.3997,1112.6,77.584
21.75,80,3.3997,1116.3,77.391
21.8,80,4.4656,1120,77.281
21.85,80,4.4656,1123.6,77.178
21.9,80,4.4656,1127.2,76.944
21.95,80,4.4656,1130.8,76.606
22,80,3.6098,1134.3,76.201
22.05,80,3.6098,1137.7,75.801
22.1,80,3.6098,1141.1,75.509
22.15,80,3.6098,1144.5,75.309
22.2,80,1.6595,1147.7,75.178
22.25,80,1.6595,1150.9,75.214
22.3,80,1.6595,1154,75.578
22.35,80,1.6595,1157.1,76.218
22.4,80,1.5994,1160,77.066
22.45,80,1.5994,1162.9,78.098
22.5,80,1.5994,1165.7,79.243
22.55,80,1.5994,1168.4,80.491
22.6,80,3.0994,1171,81.819
22.65,80,3.0994,1173.4,83.113
22.7,80,3.0994,1175.8,84.168
22.75,80,3.0994,1178.1,85.002
22.8,80,4.5994,1180.3,85.66
22.85,80,4.5994,1182.4,86.081
22.9,80,4.5994,1184.4,86.099
22.95,80,4.5994,1186.2,85.79
23,80,5.0252,1188,85.25
23.05,80,5.0252,1189.6,84.526
23.1,80,5.0252,1191.1,83.62
23.15,80,5.0252,1192.6,82.596
23.2,80,3.2535,1193.8,81.506
23.25,80,3.2535,1195,80.491
23.3,80,3.2535,1196.1,79.765
23.35,80,3.2535,1197,79.273
23.4,80,3.1197,1197.8,78.949
23.45,80,3.1197,1198.5,78.767
23.5,80,3.1197,1199.1,78.685
23.55,80,3.1197,1199.5,78.684
23.6,80,2.8643,1199.8,78.74
23.65,80,2.8643,1200,78.867
23.7,80,2.8643,1200.1,79.05
23.75,80,2.8643,1200,79.284
23.8,80,3.0882,1199.9,79.553
23.85,80,3.0882,1199.6,79.846
23.9,80,3.0882,1199.1,80.102
23.95,80,3.0882,1198.6,80.332
24,80,3.1423,1197.9,80.539
